"GEO_ID","NAME","B07009_008M","B07009_009E","B07009_009M","B07009_010E","B07009_010M","B07009_011E","B07009_011M","B07009_012E","B07009_012M","B07009_013E","B07009_013M","B07009_014E","B07009_014M","B07009_015E","B07009_015M","B07009_016E","B07009_016M","B07009_017E","B07009_017M","B07009_018E","B07009_018M","B07009_019E","B07009_019M","B07009_020E","B07009_020M","B07009_021E","B07009_021M","B07009_022E","B07009_022M","B07009_023E","B07009_023M","B07009_024E","B07009_024M","B07009_025E","B07009_025M","B07009_026E","B07009_026M","B07009_027E","B07009_027M","B07009_028E","B07009_028M","B07009_029E","B07009_029M","B07009_030E","B07009_030M","B07009_031E","B07009_031M","B07009_032E","B07009_032M","B07009_033E","B07009_033M","B07009_034E","B07009_034M","B07009_035E","B07009_035M","B07009_036E","B07009_036M","B07009_001E","B07009_001M","B07009_002E","B07009_002M","B07009_003E","B07009_003M","B07009_004E","B07009_004M","B07009_005E","B07009_005M","B07009_006E","B07009_006M","B07009_007E","B07009_007M","B07009_008E"
"0500000US39045","Fairfield County, Ohio","1013","31727","2360","28038","2495","18337","2455","10825","1863","3406","1179","680","509","1116","564","801","449","298","258","511","317","5638","1475","266","200","2314","870","1939","708","783","487","336","298","1574","861","388","468","544","523","305","259","337","302","0","195","221","300","0","195","215","300","6","10","0","195","0","195","105423","932","6991","1265","35916","2410","31089","2535","19755","2445","11672","1917","94584","2285","5657"
"0500000US45041","Florence County, South Carolina","2063","29157","2538","22974","2306","12473","1824","8483","1407","5208","1857","951","513","1877","954","1111","732","702","409","567","435","1728","871","72","112","511","416","771","417","237","308","137","194","1166","590","132","210","271","235","47","77","273","237","443","359","0","214","0","214","0","214","0","214","0","214","0","214","93406","584","13372","2206","31816","2671","24903","2227","13685","1916","9630","1502","85304","2070","12217"
"0500000US48005","Angelina County, Texas","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US53057","Skagit County, Washington","1409","20444","1948","29445","2074","13625","1466","7094","1230","7005","1689","689","366","2579","920","2246","893","1015","516","476","322","3403","966","115","115","828","429","1360","664","726","456","374","220","2644","925","0","204","752","601","670","485","900","511","322","167","317","267","0","204","166","157","129","132","11","20","11","18","91594","850","8421","1364","24769","2168","33850","2332","16277","1685","8277","1250","78225","2215","7617"
"0500000US54039","Kanawha County, West Virginia","2229","41545","3201","35813","2691","17316","2191","13572","1813","6639","1384","885","456","2897","910","1600","590","875","380","382","278","2215","726","360","233","761","445","599","329","406","322","89","79","1335","569","146","146","466","360","139","161","144","143","440","394","129","135","84","124","0","201","45","75","0","201","0","201","131796","781","14707","2321","45669","3194","38196","2772","18741","2393","14483","1767","121478","1995","13232"
"0500000US55025","Dane County, Wisconsin","2337","57515","3482","83021","4042","90238","5193","64401","3834","31637","3436","791","344","4382","1287","8163","1457","11294","1989","7007","1512","5613","1320","411","282","955","425","1598","726","1636","736","1013","409","9432","1780","246","386","622","343","2324","921","3329","1033","2911","1025","1717","729","263","246","532","430","148","104","422","330","352","248","359544","938","17681","2207","64006","4016","95254","4377","106919","4783","75684","3821","311145","4470","15970"
"0500000US01083","Limestone County, Alabama","2232","17014","2280","15669","1986","10809","1807","4837","1159","3043","1345","364","274","1422","967","352","303","476","329","429","399","4953","1282","1274","700","743","361","964","557","1202","722","770","603","1449","943","515","493","290","363","292","254","151","197","201","253","202","198","45","84","50","81","107","126","0","201","0","201","66966","723","11188","2329","19519","2451","17384","2063","12638","1881","6237","1233","57319","1980","8990"
"0500000US12091","Okaloosa County, Florida","1965","29303","3422","40387","3547","19583","2225","16060","2313","12696","2282","1307","688","3643","1175","4795","1502","2001","750","950","772","5163","1667","1348","806","1765","677","1074","599","677","466","299","292","7526","1798","259","258","933","541","2825","1053","2184","661","1325","533","954","671","0","229","74","125","675","543","146","189","59","81","142206","1264","13448","2070","35718","3352","49756","3621","24591","2471","18693","2597","115867","3620","10534"
"0500000US12117","Seminole County, Florida","2101","61059","4162","86733","4942","70659","3909","41670","3956","24025","3561","2418","1243","7135","2318","6085","1578","5394","1420","2993","1132","15486","2795","1073","567","2985","1169","5454","1311","4934","1628","1040","489","8386","2032","1052","1066","1688","772","2091","803","2382","915","1173","698","6332","2045","202","284","1784","1154","2519","1333","1393","996","434","364","330802","867","21197","2817","74651","5267","102882","5508","84762","4322","47310","4154","276573","4952","16452"
"0500000US13153","Houston County, Georgia","2092","25854","2349","28925","3175","15650","3053","11260","2595","6599","2161","1253","849","1433","1119","2553","1196","1142","813","218","245","5499","2288","2123","1608","733","617","837","507","1163","959","643","1039","2602","1337","0","226","418","410","603","477","1116","838","465","409","524","680","0","226","0","226","101","151","75","130","348","481","104015","1664","10478","2709","28438","2720","33019","3247","19146","3544","12934","2782","88791","3404","7102"
"0500000US17197","Will County, Illinois","3674","108820","5125","124344","5376","92107","3609","51198","3595","23547","2625","1993","813","8395","1681","7855","1555","2998","793","2306","807","15577","2205","1613","841","3910","1007","4641","1115","3282","867","2131","638","3089","1330","177","211","884","717","710","415","1090","903","228","197","712","352","134","145","211","223","213","163","42","70","112","137","456973","347","41496","3784","122220","5240","137763","5330","99519","3887","55975","3652","414048","3567","37579"
"0500000US27145","Stearns County, Minnesota","1393","22920","1525","30757","2111","16510","1466","9504","1464","6004","1313","467","427","871","340","3254","955","1302","632","110","97","5180","1363","283","221","1742","643","2059","818","603","357","493","408","595","422","0","147","208","219","152","174","115","123","120","145","50","82","0","147","50","82","0","147","0","147","0","147","98731","987","7961","1441","25791","1740","36222","2270","18530","1547","10227","1436","86902","1640","7211"
"0500000US36101","Steuben County, New York","885","24106","1594","18122","1479","7361","1014","7840","1219","2951","901","295","246","906","428","962","424","349","232","439","314","1050","377","233","193","283","232","258","161","214","152","62","133","958","471","382","257","101","93","152","132","20","36","303","249","283","167","117","151","66","87","91","125","9","15","0","201","68131","331","6487","1036","25462","1649","19585","1469","7953","1031","8644","1333","62889","1050","5460"
"0500000US38017","Cass County, North Dakota","1761","18286","2422","32764","2656","29653","3340","9638","1722","10880","2225","397","465","2911","1014","4304","1414","1522","713","1746","1038","2423","1436","0","161","216","237","115","125","1513","923","579","607","5370","1819","438","368","765","475","2279","1203","1082","852","806","514","770","536","0","161","265","430","62","103","304","223","139","200","115405","934","6456","1707","22443","2663","39524","2818","34074","3374","12908","2366","95962","2944","5621"
"0500000US38101","Ward County, North Dakota","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null"
"0500000US41051","Multnomah County, Oregon","3581","84761","4591","144957","5802","130227","5094","91800","4100","58796","4280","3214","1422","10043","2012","17386","2390","17635","2626","10518","1662","16169","2902","1052","669","1997","879","5708","1524","5568","1570","1844","727","20064","2701","323","294","3261","1307","4467","1112","6923","1324","5090","1183","5071","1756","948","712","169","206","1430","983","754","367","1770","914","595278","766","48970","4153","100231","4967","173948","5666","161107","5497","111022","4670","495178","5909","43433"
"0500000US48485","Wichita County, Texas","1384","23016","2147","23115","2188","10110","1251","5970","1334","7370","1411","1470","778","1885","653","2314","816","1221","605","480","418","3110","1164","637","373","672","363","894","555","304","279","603","650","2463","1010","394","305","840","467","1013","579","204","256","12","21","646","468","143","206","0","228","277","275","37","66","189","342","84218","1053","11062","1418","26413","2303","27613","2037","11876","1614","7254","1466","70629","2653","8418"
