year,FIPS,Name of Area,State/U.S.-Abbreviation (USPS),Area Total:,% Area Total: Area (Land),% Area Total: Area (Water),Total Population,Population Density (Per Sq. Mile),% Total Population: Male,% Total Population: Female,% Total Population: Under 18 Years,% Total Population: 18 to 34 Years,% Total Population: 35 to 64 Years,% Total Population: 65 and Over,% Total Population: White Alone,% Total Population: Black or African American Alone,% Total Population: American Indian and Alaska Native Alone,% Total Population: Asian Alone,% Total Population: Native Hawaiian and Other Pacific Islander Alone,% Total Population: Some Other Race Alone,% Total Population: Two or More Races,% Population 15 Years and Over: Never Married,% Population 15 Years and Over: Now Married (Not Including Separated),% Population 15 Years and Over: Separated,% Population 15 Years and Over: Widowed,% Population 15 Years and Over: Divorced,Households:,% Households: Family Households,% Households: Family Households: Married-Couple Family,% Households: Family Households: Other Family,"% Households: Family Households: Other Family: Male Householder, No Wife Present","% Households: Family Households: Other Family: Female Householder, No Husband Present",% Households: Nonfamily Households,% Households: Nonfamily Households: Male Householder,% Households: Nonfamily Households: Female Householder,Occupied Housing Units,% Occupied Housing Units: 1-Person Household,% Occupied Housing Units: 2-Person Household,% Occupied Housing Units: 3-Person Household,% Occupied Housing Units: 4-Person Household,% Occupied Housing Units: 5-Person Household,% Occupied Housing Units: 6-Person Household,% Occupied Housing Units: 7-or-More Person Household,% Households: Unmarried-Partner Households,% Households: Unmarried-Partner Households: Same Sex Partners,% Households: Unmarried-Partner Households: Same Sex Partners: Male Householder and Male Partner,% Households: Unmarried-Partner Households: Same Sex Partners: Female Householder and Female Partner,% Households: Unmarried-Partner Households: Opposite Sex Partners,% Households: Unmarried-Partner Households: Opposite Sex Partners: Male Householder and Female Partner,% Households: Unmarried-Partner Households: Opposite Sex Partners: Female Householder and Male Partner,% Households: All Other Households,Average Household Size,Gini Index,% Civilian Population 18 Years and Over: Veteran,% Civilian Population 18 Years and Over: Veteran: 18 to 64 Years,% Civilian Population 18 Years and Over: Veteran: 65 Years and Over,% Civilian Population 18 Years and Over: Nonveteran,% Civilian Population 18 Years and Over: Nonveteran: 18 to 64 Years,% Civilian Population 18 Years and Over: Nonveteran: 65 Years and Over
2018,18071,Jackson County,in,513.9061,99.23,0.77,43938,86.1573,49.67,50.33,24.61,19.84,39.9,15.65,91.43,1.07,0.36,2.0,0.0,3.77,1.38,23.76,52.63,1.43,7.76,14.41,16746,70.58,52.97,17.62,6.18,11.44,29.42,14.29,15.13,16746,24.89,35.84,15.77,13.9,6.28,2.35,0.97,6.2,0.12,0.05,0.07,6.08,3.91,2.17,93.8,2.58,0.4203,6.66,3.02,3.63,93.34,76.21,17.13
2018,18073,Jasper County,in,561.3896,99.69,0.31,33449,59.770419999999994,49.92,50.08,23.87,20.11,39.15,16.87,94.31,0.76,0.09,0.42,0.0,2.22,2.21,28.42,53.1,1.02,5.72,11.75,12539,70.05,55.41,14.64,5.61,9.04,29.95,16.45,13.49,12539,24.66,38.31,14.95,12.33,6.12,2.57,1.05,6.38,0.28,0.28,0.0,6.1,3.49,2.61,93.62,2.6,0.3775,8.67,4.03,4.65,91.33,73.82,17.51
2018,18075,Jay County,in,384.0823,99.95,0.05,20993,54.682759999999995,49.53,50.47,25.91,19.28,37.69,17.12,97.26,0.43,0.06,0.21,0.0,0.61,1.42,27.43,50.31,1.66,6.89,13.72,8149,66.16,49.6,16.55,6.37,10.19,33.84,16.92,16.92,8149,28.45,33.75,13.92,12.23,6.2,2.69,2.77,8.61,0.04,0.0,0.04,8.58,5.58,2.99,91.39,2.54,0.4218,7.01,2.93,4.09,92.99,73.97,19.01
2018,18077,Jefferson County,in,362.8889,99.38,0.62,32237,89.39016,47.56,52.44,20.84,22.06,40.27,16.83,95.32,2.18,0.3,0.77,0.0,0.37,1.06,27.17,49.42,1.36,6.59,15.46,12759,68.51,48.95,19.55,6.58,12.98,31.49,14.12,17.37,12759,26.91,38.71,13.06,14.05,4.7,1.74,0.82,6.86,0.07,0.0,0.07,6.79,3.57,3.22,93.14,2.32,0.4321,9.77,4.96,4.81,90.23,73.78,16.45
2018,18079,Jennings County,in,378.3456,99.54,0.46,27727,73.62643,50.22,49.78,23.48,20.01,40.84,15.67,97.08,1.13,0.35,0.2,0.0,0.53,0.71,24.84,50.95,1.42,7.16,15.63,10659,66.85,50.31,16.54,6.62,9.92,33.15,17.61,15.54,10659,27.24,33.76,14.63,13.29,6.94,2.6,1.54,6.43,0.38,0.0,0.38,6.04,2.83,3.21,93.57,2.57,0.3877,9.22,5.15,4.07,90.78,74.33,16.45
2018,18081,Johnson County,in,321.791,99.58,0.42,151564,472.9814,49.05,50.95,25.08,21.67,39.06,14.19,91.78,2.47,0.16,3.13,0.02,1.17,1.27,25.77,56.21,0.87,5.44,11.71,55777,72.35,57.0,15.35,4.78,10.57,27.65,12.44,15.22,55777,22.72,34.58,17.31,15.3,6.19,2.56,1.33,5.53,0.27,0.05,0.22,5.26,2.48,2.78,94.47,2.67,0.4135,8.25,4.58,3.67,91.75,76.41,15.34
2018,18083,Knox County,in,524.0446,98.47,1.53,37409,72.49387,50.65,49.35,21.6,24.35,36.98,17.07,94.19,2.89,0.1,0.8,0.15,0.5,1.37,27.96,48.4,1.31,7.51,14.82,14955,65.21,47.35,17.86,4.69,13.17,34.79,16.43,18.36,14955,29.29,36.02,13.71,12.18,6.78,1.56,0.45,5.92,0.09,0.04,0.05,5.84,2.68,3.16,94.08,2.35,0.4347,8.67,4.33,4.34,91.33,73.9,17.42
2018,18085,Kosciusko County,in,554.3931,95.86,4.14,78806,148.2889,49.82,50.18,24.32,21.94,37.95,15.79,93.9,0.7,0.35,1.21,0.02,2.26,1.56,24.56,56.93,1.16,5.56,11.79,30676,70.69,56.0,14.69,4.58,10.11,29.31,14.26,15.05,30676,22.63,38.43,16.47,11.8,7.09,2.59,0.98,7.32,0.16,0.07,0.09,7.16,3.81,3.35,92.68,2.52,0.4112,8.0,4.0,4.01,92.0,75.14,16.86
2018,18087,LaGrange County,in,386.7025,98.17,1.83,38942,102.5789,50.72,49.28,32.92,21.16,32.68,13.23,97.87,0.08,0.05,0.2,0.01,0.11,1.69,25.92,59.19,1.46,4.63,8.79,12079,78.2,66.57,11.63,2.92,8.71,21.8,11.76,10.03,12079,17.72,36.86,13.38,11.71,7.2,5.32,7.81,4.68,0.02,0.0,0.02,4.65,2.9,1.76,95.32,3.2,0.4023,5.63,2.26,3.37,94.37,78.0,16.37
2018,18089,Lake County,in,626.6523,79.6,20.4,486849,975.9985,48.38,51.62,23.9,21.14,39.31,15.66,61.58,23.97,0.26,1.38,0.03,9.49,3.29,35.4,44.56,1.58,6.86,11.62,185437,66.06,44.03,22.03,5.63,16.4,33.94,16.22,17.73,185437,29.24,31.88,15.84,13.06,6.01,2.23,1.73,6.27,0.23,0.08,0.15,6.05,3.19,2.86,93.73,2.59,0.4473,7.41,3.46,3.95,92.59,75.96,16.63
2018,18091,LaPorte County,in,613.2595,97.56,2.44,110552,184.7871,51.62,48.38,21.74,21.42,40.04,16.8,82.78,11.11,0.32,0.57,0.02,2.15,3.06,31.02,47.21,0.99,6.22,14.56,42904,65.33,46.6,18.73,5.98,12.75,34.67,17.04,17.63,42904,27.91,36.72,14.65,11.29,6.01,2.21,1.22,8.59,0.11,0.07,0.04,8.48,4.69,3.79,91.41,2.38,0.4395,9.16,4.27,4.9,90.84,74.26,16.57
2018,18093,Lawrence County,in,451.9288,99.39,0.61,45619,101.5609,49.45,50.55,22.16,18.64,39.95,19.24,96.53,0.36,0.58,0.45,0.04,0.48,1.57,20.12,56.3,1.58,7.47,14.52,18487,70.01,54.35,15.67,4.6,11.06,29.99,15.14,14.85,18487,25.59,39.62,12.51,12.8,5.57,2.24,1.68,6.61,0.15,0.0,0.15,6.46,4.09,2.36,93.39,2.43,0.4067,10.3,4.98,5.32,89.7,70.28,19.42
2018,18095,Madison County,in,452.9044,99.78,0.22,129505,286.5656,49.96,50.04,21.94,21.06,39.37,17.62,87.85,7.86,0.23,0.59,0.01,0.84,2.62,27.5,48.17,1.7,6.71,15.91,51422,66.1,47.21,18.89,5.1,13.79,33.9,15.26,18.64,51422,28.32,36.89,15.99,11.21,5.25,1.45,0.88,6.93,0.17,0.05,0.12,6.76,3.35,3.41,93.07,2.4,0.4313,9.32,4.79,4.53,90.68,72.63,18.05
2018,18097,Marion County,in,403.0101,98.37,1.63,944523,2382.489,48.17,51.83,24.78,26.1,37.11,12.0,62.27,27.71,0.26,3.11,0.05,3.35,3.25,41.57,38.41,1.84,5.21,12.97,369033,55.43,35.11,20.32,4.88,15.44,44.57,20.57,24.01,369033,36.71,31.3,13.72,10.37,4.86,1.94,1.1,7.25,0.6,0.29,0.31,6.65,2.99,3.65,92.75,2.51,0.4804,6.89,4.05,2.83,93.11,79.98,13.13
2018,18099,Marshall County,in,449.7428,98.64,1.36,46595,105.0336,49.73,50.27,25.22,19.35,38.4,17.03,92.98,0.95,0.15,0.48,0.0,3.61,1.84,25.72,55.12,0.76,6.52,11.89,17245,69.13,55.32,13.81,4.82,8.98,30.87,14.17,16.71,17245,26.19,34.21,14.73,12.06,7.43,2.75,2.63,5.09,0.03,0.02,0.01,5.06,2.92,2.14,94.91,2.66,0.4281,7.68,3.29,4.38,92.32,73.92,18.4
2018,18101,Martin County,in,340.4066,98.64,1.36,10210,30.40858,50.49,49.51,22.49,18.93,40.12,18.46,98.11,0.78,0.33,0.13,0.0,0.12,0.53,24.89,51.31,1.32,6.75,15.74,4198,63.89,49.6,14.29,6.81,7.48,36.11,19.44,16.67,4198,30.06,37.42,12.65,10.29,7.07,1.95,0.55,8.19,0.14,0.0,0.14,8.05,4.81,3.24,91.81,2.36,0.4123,12.41,6.48,5.93,87.59,69.18,18.41
2018,18103,Miami County,in,377.3885,99.06,0.94,35901,96.03248,53.16,46.84,21.51,22.15,39.4,16.94,90.71,5.19,0.74,0.5,0.08,1.15,1.62,26.8,51.01,2.4,6.31,13.49,13707,67.98,52.24,15.74,4.29,11.45,32.02,15.3,16.72,13707,28.0,37.78,12.87,12.16,5.25,2.35,1.59,6.14,0.25,0.0,0.25,5.89,2.67,3.22,93.86,2.46,0.4072,10.7,5.19,5.51,89.3,73.21,16.09
2018,18105,Monroe County,in,411.3214,95.92,4.08,145403,368.555,49.8,50.2,15.83,41.4,30.54,12.23,86.18,3.0,0.24,6.55,0.01,0.55,3.46,47.15,37.13,0.94,4.03,10.75,55537,52.46,39.22,13.24,3.41,9.83,47.54,23.04,24.5,55537,32.13,37.55,14.8,9.51,4.12,1.22,0.66,7.09,0.59,0.29,0.3,6.5,3.03,3.47,92.91,2.35,0.4998,5.08,2.71,2.36,94.92,82.75,12.18
2018,18107,Montgomery County,in,505.4457,99.84,0.16,38276,75.84705,50.79,49.21,22.84,20.7,39.0,17.45,95.74,0.79,0.2,0.82,0.02,0.38,2.05,24.69,53.66,2.08,5.68,13.89,15271,67.55,53.0,14.54,5.4,9.14,32.45,16.38,16.07,15271,26.11,36.85,15.41,11.68,6.46,2.19,1.29,8.02,0.12,0.06,0.06,7.9,5.01,2.89,91.98,2.42,0.3897,8.01,3.44,4.58,91.99,73.93,18.06
2018,18109,Morgan County,in,409.4284,98.63,1.37,69727,172.6613,49.4,50.6,23.1,19.37,41.66,15.87,97.49,0.3,0.07,0.72,0.0,0.16,1.25,24.26,54.85,1.46,5.95,13.48,25926,71.94,56.96,14.98,5.13,9.85,28.06,14.11,13.95,25926,22.38,36.19,16.5,14.41,7.09,2.69,0.73,7.78,0.5,0.1,0.4,7.28,4.19,3.09,92.22,2.65,0.3873,10.09,5.27,4.82,89.91,74.05,15.86
2018,18111,Newton County,in,403.4341,99.58,0.42,14018,34.891940000000005,49.96,50.04,21.69,19.17,40.83,18.32,96.85,0.26,0.1,0.0,0.0,2.02,0.77,23.25,54.14,2.1,8.38,12.13,5562,68.97,53.09,15.88,4.15,11.72,31.03,17.8,13.23,5562,27.06,38.24,13.14,11.27,6.24,2.77,1.28,7.91,0.0,0.0,0.0,7.91,3.58,4.33,92.09,2.48,0.3766,9.45,4.16,5.29,90.55,72.44,18.11
2018,18113,Noble County,in,417.4328,98.42,1.58,47451,115.4974,50.25,49.75,25.31,20.12,39.6,14.97,96.8,0.51,0.04,0.65,0.0,0.33,1.66,24.36,54.85,1.41,5.95,13.43,18090,70.5,55.19,15.32,5.68,9.64,29.5,15.33,14.17,18090,25.11,37.81,14.22,10.51,7.16,3.13,2.06,7.43,0.16,0.02,0.14,7.27,3.81,3.46,92.57,2.58,0.4026,8.12,4.18,3.94,91.88,75.75,16.13
2018,18115,Ohio County,in,87.44405,98.52,1.48,5887,68.3345,49.57,50.43,19.23,16.92,43.28,20.57,97.25,1.16,0.08,0.41,0.0,0.54,0.56,20.5,62.36,1.55,7.73,7.87,2513,69.88,59.25,10.62,3.3,7.32,30.12,14.64,15.48,2513,26.74,39.43,15.64,10.9,4.1,1.47,1.71,5.89,0.0,0.0,0.0,5.89,3.82,2.07,94.11,2.32,0.3683,10.09,3.97,6.12,89.91,70.56,19.35
2018,18117,Orange County,in,408.19199999999995,97.6,2.4,19547,49.06645,49.76,50.24,23.19,18.83,39.41,18.58,96.39,1.33,0.11,0.52,0.0,0.47,1.18,23.22,51.85,1.07,7.82,16.05,7881,67.16,49.04,18.12,7.07,11.05,32.84,15.58,17.26,7881,28.63,36.33,14.33,11.88,5.76,1.29,1.79,7.33,0.08,0.04,0.04,7.26,3.32,3.93,92.67,2.44,0.4297,8.49,3.74,4.76,91.51,72.08,19.43
2018,18119,Owen County,in,387.8311,99.35,0.65,20878,54.186930000000004,50.91,49.09,21.38,17.52,42.74,18.36,97.03,0.76,0.24,0.46,0.0,0.0,1.5,23.19,54.08,1.22,5.79,15.72,8695,67.72,51.93,15.79,6.45,9.34,32.28,18.63,13.65,8695,26.12,38.87,15.65,11.29,5.07,1.48,1.51,8.35,0.2,0.0,0.2,8.15,5.12,3.04,91.65,2.38,0.3936,9.42,4.7,4.72,90.58,71.94,18.63
2018,18121,Parke County,in,449.9934,98.83,1.17,16996,38.21792,48.31,51.69,21.6,20.06,40.03,18.31,95.41,0.39,0.19,0.0,0.84,0.82,2.35,21.91,54.73,1.83,4.94,16.59,6145,72.29,58.78,13.51,4.57,8.93,27.71,13.91,13.8,6145,22.42,44.49,14.24,9.72,5.32,1.42,2.39,5.19,0.07,0.0,0.07,5.13,3.06,2.07,94.81,2.53,0.4321,10.02,4.11,5.91,89.98,72.51,17.48
2018,18123,Perry County,in,386.2899,98.82,1.18,19141,50.14159,53.4,46.6,21.52,20.43,40.23,17.82,94.72,3.01,0.18,0.5,0.0,0.23,1.36,24.82,52.37,1.18,6.47,15.17,7465,66.01,51.82,14.2,4.11,10.09,33.99,15.04,18.94,7465,29.77,33.85,16.73,11.96,4.47,1.96,1.26,6.5,0.12,0.05,0.07,6.38,3.17,3.2,93.5,2.34,0.4086,9.81,5.27,4.54,90.19,72.03,18.17
2018,18125,Pike County,in,341.0942,98.01,1.99,12411,37.125640000000004,50.41,49.59,22.55,17.39,40.49,19.57,96.89,1.01,0.0,0.73,0.0,0.43,0.94,21.01,57.36,0.96,7.73,12.93,5129,65.35,54.67,10.68,2.85,7.84,34.65,19.11,15.54,5129,30.63,35.84,15.54,12.19,3.14,2.11,0.57,6.1,0.27,0.08,0.19,5.83,2.75,3.08,93.9,2.37,0.3817,8.85,3.94,4.92,91.15,70.77,20.38
2018,18127,Porter County,in,521.804,80.12,19.88,168041,401.9457,49.52,50.48,22.49,21.42,40.62,15.47,91.15,3.65,0.17,1.37,0.09,1.29,2.28,29.45,52.34,1.31,5.95,10.95,63969,69.47,53.7,15.77,4.55,11.22,30.53,15.51,15.02,63969,24.84,35.81,15.93,14.31,6.36,1.93,0.83,6.07,0.3,0.13,0.17,5.77,3.64,2.13,93.93,2.56,0.4274,7.66,3.64,4.02,92.34,76.39,15.94
2018,18129,Posey County,in,419.3252,97.63,2.37,25589,62.50801,49.97,50.03,22.24,18.8,41.53,17.43,96.28,1.97,0.03,0.46,0.0,0.21,1.06,21.58,60.06,0.44,6.03,11.89,10175,71.56,58.88,12.68,3.08,9.6,28.44,14.05,14.39,10175,24.29,40.16,15.88,12.05,5.74,1.35,0.54,5.12,0.0,0.0,0.0,5.12,2.47,2.65,94.88,2.49,0.4065,8.83,3.95,4.88,91.17,73.64,17.54
2018,18131,Pulaski County,in,434.5339,99.8,0.2,12660,29.193009999999997,50.58,49.42,22.88,18.34,40.22,18.56,95.46,0.48,0.21,0.63,0.0,1.46,1.76,21.76,54.9,1.12,7.25,14.97,5200,65.56,52.42,13.13,3.4,9.73,34.44,17.81,16.63,5200,30.42,36.25,15.06,10.85,5.37,1.15,0.9,5.48,0.0,0.0,0.0,5.48,3.52,1.96,94.52,2.41,0.3966,9.25,3.48,5.77,90.75,72.45,18.3
2018,18133,Putnam County,in,482.694,99.55,0.45,37559,78.16042,52.49,47.51,19.28,26.51,38.45,15.75,93.24,2.72,0.15,1.88,0.02,0.42,1.57,32.5,47.39,1.3,5.84,12.96,13439,69.48,52.08,17.4,4.67,12.72,30.52,17.37,13.15,13439,24.44,38.42,17.01,11.37,4.72,3.22,0.82,8.97,0.16,0.0,0.16,8.82,5.7,3.12,91.03,2.4,0.3973,8.68,4.33,4.35,91.32,76.15,15.17
2018,18135,Randolph County,in,453.3137,99.79,0.21,25076,55.431369999999994,48.93,51.07,23.27,18.2,39.19,19.35,95.94,0.68,0.18,0.11,0.0,1.24,1.85,24.65,52.62,1.11,8.29,13.33,10477,63.6,49.04,14.56,4.12,10.43,36.4,17.23,19.18,10477,31.18,36.92,11.97,11.23,5.69,2.2,0.8,7.55,0.22,0.06,0.16,7.33,3.26,4.07,92.45,2.36,0.4096,8.31,3.55,4.76,91.69,71.24,20.46
2018,18137,Ripley County,in,448.0616,99.63,0.37,28425,63.672430000000006,49.52,50.48,23.76,19.24,40.03,16.97,97.07,0.51,0.41,0.89,0.0,0.26,0.86,23.47,56.94,1.24,6.82,11.53,11165,70.27,56.29,13.98,4.09,9.89,29.73,15.21,14.52,11165,26.02,35.58,14.36,14.56,5.71,2.62,1.16,6.25,0.23,0.01,0.22,6.02,2.99,3.03,93.75,2.5,0.4111,9.51,4.16,5.35,90.49,73.56,16.93
2018,18139,Rush County,in,408.4604,99.92,0.08,16704,40.92877,49.0,51.0,22.68,18.95,40.84,17.52,97.12,1.58,0.0,0.13,0.0,0.28,0.9,22.82,54.08,1.13,6.81,15.17,6725,70.5,52.55,17.95,8.01,9.93,29.5,12.92,16.58,6725,24.85,35.6,18.8,11.57,5.72,2.35,1.12,7.58,0.0,0.0,0.0,7.58,3.15,4.43,92.42,2.45,0.4305,8.14,4.03,4.1,91.86,73.3,18.56
2018,18141,St. Joseph County,in,461.3856,99.24,0.76,269240,588.007,48.59,51.41,23.84,24.18,36.92,15.06,78.64,12.99,0.47,2.29,0.09,2.15,3.38,34.99,46.18,1.56,6.1,11.17,101241,63.55,46.52,17.04,4.16,12.88,36.45,16.8,19.65,101241,30.76,34.42,14.23,11.95,5.3,2.19,1.14,5.87,0.36,0.13,0.24,5.51,2.64,2.87,94.13,2.54,0.4691,6.66,3.04,3.63,93.34,77.17,16.16
2018,18143,Scott County,in,192.748,98.78,1.22,23743,124.7026,49.15,50.85,23.01,19.81,40.94,16.23,97.5,0.25,0.28,0.54,0.0,0.3,1.12,25.94,53.71,1.69,6.02,12.64,9004,71.2,54.5,16.7,5.84,10.86,28.8,14.56,14.24,9004,24.36,37.68,16.81,10.24,7.51,2.38,1.02,7.46,1.17,0.19,0.98,6.3,3.85,2.44,92.54,2.59,0.4046,8.4,4.78,3.62,91.6,74.1,17.51
2018,18145,Shelby County,in,412.7564,99.61,0.39,44399,107.9921,49.42,50.58,22.91,19.85,41.0,16.24,94.36,1.08,0.13,0.65,0.0,2.32,1.45,24.13,53.45,1.69,7.93,12.81,17725,67.26,52.29,14.97,5.39,9.57,32.74,15.97,16.78,17725,26.13,37.91,15.42,11.99,5.77,2.28,0.49,8.4,0.12,0.01,0.11,8.28,4.02,4.26,91.6,2.46,0.3978,8.77,4.18,4.59,91.23,74.74,16.49
2018,18147,Spencer County,in,401.4264,98.84,1.16,20526,51.73303,50.49,49.51,22.31,17.96,41.17,18.56,96.8,0.73,0.22,0.28,0.06,0.9,1.0,21.87,59.92,0.66,7.21,10.34,8109,71.56,60.71,10.85,3.6,7.25,28.44,15.02,13.42,8109,24.36,38.92,15.22,13.27,5.93,1.63,0.68,5.09,0.21,0.1,0.11,4.88,2.77,2.11,94.91,2.5,0.4218,10.26,4.0,6.26,89.74,72.09,17.65
2018,18149,Starke County,in,312.2057,99.02,0.98,22941,74.20808000000001,49.27,50.73,23.47,18.94,40.23,17.36,96.75,0.37,0.21,0.7,0.0,1.09,0.88,25.43,52.56,1.22,6.35,14.45,8735,69.71,53.55,16.15,5.04,11.12,30.29,14.1,16.19,8735,23.94,38.53,14.17,12.62,6.31,2.64,1.79,8.0,0.07,0.0,0.07,7.93,4.71,3.23,92.0,2.62,0.4155,8.48,4.23,4.25,91.52,73.08,18.44
2018,18151,Steuben County,in,322.4664,95.75,4.25,34474,111.6468,50.88,49.12,20.82,20.78,39.59,18.81,97.13,0.27,0.1,0.41,0.04,0.27,1.79,25.33,55.5,1.0,6.27,11.91,14156,67.19,54.03,13.17,4.71,8.46,32.81,18.31,14.5,14156,26.0,40.57,13.71,11.83,3.7,3.04,1.14,8.55,0.49,0.23,0.26,8.07,5.19,2.88,91.45,2.34,0.3964,8.15,3.25,4.9,91.85,72.98,18.87
2018,18153,Sullivan County,in,454.1159,98.47,1.53,20792,46.49662,53.74,46.26,20.12,21.66,41.42,16.8,93.22,3.97,0.05,0.51,0.0,0.23,2.02,26.97,47.81,1.47,7.46,16.29,7707,67.95,50.55,17.4,7.53,9.87,32.05,15.13,16.92,7707,27.83,34.06,16.62,12.78,6.37,1.75,0.58,7.46,0.4,0.1,0.3,7.06,4.49,2.57,92.54,2.42,0.4359,7.97,4.29,3.67,92.03,74.68,17.36
2018,18155,Switzerland County,in,223.4387,98.76,1.24,10628,48.16434,51.79,48.21,25.24,17.74,39.49,17.53,96.7,0.93,0.0,0.53,0.66,0.17,1.02,22.66,55.57,1.54,6.75,13.48,4297,68.93,53.32,15.62,6.47,9.15,31.07,16.48,14.59,4297,25.58,35.33,14.08,13.08,6.61,2.35,2.98,9.31,0.88,0.65,0.23,8.42,3.79,4.63,90.69,2.45,0.4274,12.17,5.34,6.83,87.83,71.21,16.61
2018,18157,Tippecanoe County,in,503.2434,99.14,0.86,189294,379.4173,51.17,48.83,20.6,38.37,30.14,10.89,82.27,5.1,0.23,8.12,0.04,1.91,2.33,45.41,39.63,1.06,4.01,9.9,69112,56.0,41.89,14.1,4.12,9.99,44.0,22.57,21.43,69112,29.98,33.52,15.74,12.25,5.64,2.05,0.82,7.75,0.26,0.08,0.18,7.49,3.88,3.61,92.25,2.5,0.4688,5.12,2.83,2.29,94.88,83.44,11.44
2018,18159,Tipton County,in,260.5671,99.99,0.01,15218,58.40928,50.0,50.0,20.57,17.97,41.61,19.84,96.21,0.16,0.01,0.34,0.4,1.18,1.71,24.26,56.61,0.81,6.95,11.38,6295,67.34,55.08,12.26,3.96,8.31,32.66,18.76,13.9,6295,27.23,38.87,11.85,13.57,5.81,2.51,0.16,4.64,0.0,0.0,0.0,4.64,2.72,1.92,95.36,2.38,0.4109,9.7,4.89,4.8,90.3,70.1,20.21
2018,18161,Union County,in,165.1772,97.59,2.41,7153,44.37615,49.13,50.87,21.84,18.17,41.84,18.15,97.39,0.07,0.0,0.99,0.0,0.0,1.55,23.7,52.87,1.06,7.19,15.18,2846,64.02,51.48,12.54,4.64,7.91,35.98,19.89,16.09,2846,29.55,39.18,8.64,11.1,8.5,1.86,1.16,7.62,0.6,0.0,0.6,7.03,5.06,1.97,92.38,2.49,0.3792,10.32,4.74,5.58,89.68,72.04,17.64
2018,18163,Vanderburgh County,in,236.6354,98.75,1.25,181313,775.9317,48.36,51.64,21.71,24.38,37.84,16.07,85.4,9.41,0.11,1.22,0.16,1.11,2.59,32.15,45.04,1.08,6.32,15.4,75197,58.86,42.19,16.67,4.02,12.65,41.14,19.37,21.77,75197,33.7,35.09,13.6,10.51,4.45,1.26,1.39,7.96,0.26,0.08,0.18,7.69,4.18,3.52,92.04,2.32,0.4751,8.11,3.64,4.47,91.89,75.84,16.06
2018,18165,Vermillion County,in,259.9126,98.83,1.17,15560,60.57674,50.19,49.81,21.92,17.92,41.0,19.16,96.83,1.41,0.31,0.28,0.0,0.39,0.79,23.35,51.54,1.08,7.85,16.18,6616,64.98,48.05,16.93,4.61,12.32,35.02,17.56,17.46,6616,29.17,38.12,14.25,10.13,5.68,1.89,0.76,6.73,0.17,0.09,0.08,6.56,3.67,2.89,93.27,2.32,0.4169,10.66,5.2,5.46,89.34,70.25,19.1
2018,18167,Vigo County,in,410.4504,98.32,1.68,107693,266.8638,50.8,49.2,20.63,27.82,36.05,15.5,87.18,6.53,0.18,1.88,0.04,0.86,3.32,36.24,41.86,1.42,6.15,14.33,41874,59.56,41.58,17.98,4.87,13.11,40.44,18.9,21.54,41874,32.08,34.24,14.81,11.68,5.18,1.19,0.83,8.28,0.48,0.31,0.17,7.81,3.7,4.1,91.72,2.36,0.4653,8.4,4.95,3.45,91.6,75.5,16.1
2018,18169,Wabash County,in,420.9758,97.99,2.01,31631,76.67484,48.58,51.42,21.06,20.85,38.14,19.96,95.68,0.99,0.62,0.29,0.0,1.11,1.32,26.6,52.55,1.45,7.0,12.41,12875,66.07,52.15,13.93,3.74,10.18,33.93,15.9,18.03,12875,28.66,37.25,15.7,9.93,6.28,1.02,1.15,6.42,0.05,0.0,0.05,6.36,3.79,2.57,93.58,2.31,0.3999,7.58,2.94,4.64,92.42,71.76,20.67
2018,18171,Warren County,in,366.4058,99.53,0.47,8247,22.6137,50.01,49.99,21.98,17.12,41.18,19.72,97.76,0.64,0.22,0.01,0.0,0.12,1.25,17.89,60.9,1.69,6.67,12.85,3384,74.08,58.87,15.22,6.59,8.63,25.92,12.62,13.3,3384,22.9,41.28,13.8,12.29,5.61,3.9,0.21,7.03,0.18,0.18,0.0,6.86,3.22,3.63,92.97,2.41,0.3765,10.21,3.95,6.26,89.79,70.78,19.01
2018,18173,Warrick County,in,391.0521,98.4,1.6,61928,160.9295,49.1,50.9,24.22,18.13,40.99,16.65,93.7,1.73,0.14,2.71,0.0,0.61,1.1,21.68,61.36,0.95,5.2,10.8,24267,72.75,60.79,11.96,4.01,7.96,27.25,12.79,14.46,24267,21.95,38.11,16.0,13.97,7.07,2.06,0.84,5.68,0.3,0.21,0.09,5.38,2.98,2.4,94.32,2.52,0.4347,8.4,4.12,4.28,91.6,73.91,17.7
2018,18175,Washington County,in,516.5987,99.44,0.56,27827,54.170719999999996,49.92,50.08,23.03,19.14,41.33,16.49,98.1,0.09,0.28,0.31,0.0,0.1,1.13,23.29,55.76,1.1,6.43,13.41,10721,72.63,56.18,16.45,4.68,11.77,27.37,13.73,13.64,10721,24.49,38.92,17.89,9.89,5.43,2.0,1.38,4.71,0.24,0.0,0.24,4.47,1.65,2.82,95.29,2.57,0.4237,9.94,5.55,4.39,90.06,73.01,17.05
2018,18177,Wayne County,in,404.3421,99.36,0.64,66613,165.8094,48.47,51.53,22.12,20.62,38.7,18.57,90.07,5.25,0.2,1.02,0.0,0.81,2.65,27.57,46.55,1.48,8.3,16.11,26611,65.29,45.58,19.71,4.96,14.75,34.71,14.98,19.73,26611,29.08,36.92,15.95,10.89,4.73,1.5,0.93,6.82,0.15,0.06,0.08,6.67,3.33,3.34,93.18,2.4,0.4702,9.44,5.0,4.44,90.56,71.16,19.4
